Name,Organization_NPI,ABCD,Office_Email,Office_Hours,Apple_Health,Signed_up_to_Dentistlink,Facility_Type,Provider_Type,Delta_Dental_of_WA,Adult,Pediatric,Orthodontics,Dentures,Extractions,Billing_Address_Line_1,Billing_City,Billing_Zip/Postal_Code,Billing State/Province,Account_Owner,Latitude,Longitude,Google_Maps_link,sp_id
Spokane County Health District,,1,,,1,0,Non-FQHC,Pediatric,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,1101 W College Ave,Spokane,99201,WA,Lindsey Lenox,47.663188,-117.428241,http://maps.google.com/maps?&z=10&q=47.663188+-117.42824109999998&ll=47.663188+-117.42824109999998,
Spokane OMS PLLC,,0,,,0,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,2807 S Stone St Ste 202,Spokane,99223,WA,Lindsey Lenox,47.628516,-117.37664,http://maps.google.com/maps?&z=10&q=47.6285162+-117.37664000000001&ll=47.6285162+-117.37664000000001,
Spokane Pediatric Dental,,1,whitney@spokanepediatricdentistry.com,,1,1,Private,Pediatric,1,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,6501 N Cedar Rd,Spokane,99208,WA,Lindsey Lenox,47.716809,-117.432724,http://maps.google.com/maps?&z=10&q=47.7168089+-117.4327242&ll=47.7168089+-117.4327242,
Spokane Regional Health District,1811954373,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,1101 W. College Ave.,Spokane,99201,WA,Lindsey Lenox,47.663188,-117.428241,http://maps.google.com/maps?&z=10&q=47.663188+-117.42824109999998&ll=47.663188+-117.42824109999998,
Spokane Tribe Mental Health,,0,,,0,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,6228 E School Rd,Wellpinit,99040,WA,Lindsey Lenox,47.889705,-117.987182,http://maps.google.com/maps?&z=10&q=47.8897045+-117.98718209999998&ll=47.8897045+-117.98718209999998,
Squaxin Island Health Clinic,1669532578,0,rmartin@squaxinus.com,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,SE 90 Klah-Che-Min Dr,Shelton,98584,WA,Lindsey Lenox,47.122207,-123.082271,http://maps.google.com/maps?&z=10&q=47.1222066+-123.0822708&ll=47.1222066+-123.0822708,
Squaxin Island Health Clinic,,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,308 E Young St,Elma,98541,WA,Lindsey Lenox,47.005684,-123.397807,http://maps.google.com/maps?&z=10&q=47.0056838+-123.397807&ll=47.0056838+-123.397807,
Dat P Giap DMD And Associates,1013912062,0,,,1,0,,,0,Appointment Only,Appointment Only,Not Accepting,Not Accepting,,1212 S Main St Ste B,Seattle,98144,WA,Lindsey Lenox,47.600151,-122.316407,http://maps.google.com/maps?&z=10&q=47.6001511+-122.31640729999998&ll=47.6001511+-122.31640729999998,
David B Silver DDS PS,1831257401,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,7114 M L King Jr Way S,Seattle,98118,WA,Lindsey Lenox,47.538395,-122.281412,http://maps.google.com/maps?&z=10&q=47.5383948+-122.28141240000002&ll=47.5383948+-122.28141240000002,
Petersen Family Dentistry,,0,,,0,0,Private,Pediatric,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,123 W Francis #104,Spokane,99205,WA,Lindsey Lenox,47.7147,-117.413465,http://maps.google.com/maps?&z=10&q=47.7146997+-117.41346479999999&ll=47.7146997+-117.41346479999999,
David G Richardson DDS,1629119284,0,,,0,0,Private,Dentist,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,11830 Ne 128Th St Ste 201,Kirkland,98034,WA,Lindsey Lenox,47.714873,-122.182791,http://maps.google.com/maps?&z=10&q=47.714873+-122.18279089999999&ll=47.714873+-122.18279089999999,
David J Haralson DMD MD,1598988230,0,info@drharalson.com,,1,1,Private,Dentist,1,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,509 Olive Way Ste 1331,Seattle,98101,WA,Lindsey Lenox,47.612747,-122.336565,http://maps.google.com/maps?&z=10&q=47.6127468+-122.33656530000002&ll=47.6127468+-122.33656530000002,
David J. Weed- Burien,,1,,,1,0,Private,Orthodontist,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,15515 3Rd Ave Sw Ste B,Burien,98166,WA,Lindsey Lenox,47.463924,-122.338065,http://maps.google.com/maps?&z=10&q=47.4639243+-122.3380646&ll=47.4639243+-122.3380646,
David L Wright DDS,1841327087,0,bigcountryfamilydental@hotmail.com,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,309 E 2Nd Avenue,Ellensburg,98926,WA,Lindsey Lenox,46.993702,-120.543496,http://maps.google.com/maps?&z=10&q=46.9937017+-120.54349589999998&ll=46.9937017+-120.54349589999998,
David R Atherton DDS PLLC,1073690160,0,davidathertondds@gmail.com,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,"17130 Avondale Way, Ste. 118",Redmond,98052,WA,Lindsey Lenox,47.673172,-122.111415,http://maps.google.com/maps?&z=10&q=47.6731715+-122.11141529999998&ll=47.6731715+-122.11141529999998,
Debra L Cederbaum DDS,1841285806,0,,,0,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,916 Ne Ravenna Blvd,Seattle,98115,WA,Lindsey Lenox,47.672514,-122.317695,http://maps.google.com/maps?&z=10&q=47.67251400000001+-122.31769480000003&ll=47.67251400000001+-122.31769480000003,
Deep River Dental,,1,,,1,0,Private,Pediatric,0,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,416 4Th St,Raymond,98577,WA,Lindsey Lenox,46.687136,-123.732538,http://maps.google.com/maps?&z=10&q=46.6871359+-123.7325381&ll=46.6871359+-123.7325381,
"Dental Hygiene Mobile Services, PLLC",,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,2923 Ne 116Th Ave,Vancouver,98682,WA,Lindsey Lenox,45.643977,-122.552928,http://maps.google.com/maps?&z=10&q=45.643977+-122.55292800000001&ll=45.643977+-122.55292800000001,
Dental Speciality Clinic,1336404789,0,info@dentalspecialityclinic.com,,1,1,Private,Endodontist,1,Appointment Only,Appointment Only,Not Accepting,Not Accepting,Oral Surgery,22613 Pacific Hwy S Ste 301,Des Moines,98198,WA,Lindsey Lenox,47.398788,-122.296846,http://maps.google.com/maps?&z=10&q=47.39878789999999+-122.29684629999997&ll=47.39878789999999+-122.29684629999997,
Dental Surgery Center Of Auburn,1437423928,0,centralbillingkcd@gmail.com,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,1002 15Th St Sw Ste 215,Auburn,98001,WA,Lindsey Lenox,47.295673,-122.241507,http://maps.google.com/maps?&z=10&q=47.2956732+-122.24150659999998&ll=47.2956732+-122.24150659999998,
Dento Facial Fx Inc,,0,dfxoffice@gmail.com,,1,0,,,0,Appointment Only,Not Accepting,Not Accepting,Not Accepting,,6514 Phinney Ave N,Seattle,98103,WA,Lindsey Lenox,47.676567,-122.354005,http://maps.google.com/maps?&z=10&q=47.676567+-122.3540046&ll=47.676567+-122.3540046,
Denture Clinic Inc,,0,vizcarra.jorge@yahoo.com,,1,1,Private,Denturist,0,Not Accepting,Not Accepting,Not Accepting,Appointment Only,,12733 Lake City Way Ne 301,Seattle,98125,WA,Lindsey Lenox,47.722119,-122.294076,http://maps.google.com/maps?&z=10&q=47.7221189+-122.29407550000002&ll=47.7221189+-122.29407550000002,
Denture Direct Services,,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Appointment Only,,715 S Lane St Ste A,Seattle,98104,WA,Lindsey Lenox,47.596549,-122.323004,http://maps.google.com/maps?&z=10&q=47.5965491+-122.3230044&ll=47.5965491+-122.3230044,
Neighborcare Health at Pacific Tower,1104161496,0,providerenrollmentteam@neighborcare.org,,1,1,Non-FQHC,Dentist,1,Appointment Only,Appointment Only,Not Accepting,Not Accepting,,1200 12Th Ave S-- 4Th Floor (Suite 401),Seattle,98144,WA,Lindsey Lenox,47.592808,-122.315956,http://maps.google.com/maps?&z=10&q=47.59280829999999+-122.31595620000002&ll=47.59280829999999+-122.31595620000002,
Neighborcare Health Denny Wellness Center,1245536135,0,,,0,0,Non-FQHC,Dentist,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,906 Spruce St Ste 300,Seattle,98104,WA,Lindsey Lenox,47.603516,-122.320758,http://maps.google.com/maps?&z=10&q=47.6035162+-122.32075839999999&ll=47.6035162+-122.32075839999999,
Neighborcare Health at High Point,1871523811,0,providerenrollmentteam@neighborcare.org,,1,1,Non-FQHC,Dentist,1,Appointment Only,Appointment Only,Not Accepting,Appointment Only,,6020 35th Ave SW,Seattle,98126,WA,Lindsey Lenox,47.547767,-122.375925,http://maps.google.com/maps?&z=10&q=47.5477673+-122.37592460000002&ll=47.5477673+-122.37592460000002,
New Day Community Dental Clinic,1205147840,0,office@newdaydental.org,Office hours: Tues to Fri Standard ? 8am-5pm Closed Mondays,1,0,FQHC,Dentist,0,Appointment Only,Appointment Only,Not Accepting,Not Accepting,,1201 Se Tech Center Dr Ste 150,Vancouver,98683,WA,Lindsey Lenox,45.611864,-122.498431,http://maps.google.com/maps?&z=10&q=45.6118639+-122.4984306&ll=45.6118639+-122.4984306,
New Health Programs Association,1912961822,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,208 Cedar Creek Terrace,Ione,99139,WA,Lindsey Lenox,48.744643,-117.418773,http://maps.google.com/maps?&z=10&q=48.7446427+-117.41877310000001&ll=48.7446427+-117.41877310000001,
Newman Consulting/Smiles for Life,,1,,,1,0,Private,Pediatric,0,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,316 Quails Roost Rd,Sequim,98382,WA,Lindsey Lenox,48.061831,-123.088361,http://maps.google.com/maps?&z=10&q=48.061831+-123.08836059999999&ll=48.061831+-123.08836059999999,
Nisqually Tribal Health Clinic,1184815524,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,4816 She-Nah-Num Drive SE,Olympia,98513,WA,Lindsey Lenox,47.003666,-122.670152,http://maps.google.com/maps?&z=10&q=47.0036664+-122.67015179999999&ll=47.0036664+-122.67015179999999,
Nooksack Community Clinic,,0,lpuez@nwksack-nsn.gov,,1,1,Tribal,Dentist,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,2510 Sulwhanon Dr,Everson,98247,WA,Lindsey Lenox,48.885749,-122.351669,http://maps.google.com/maps?&z=10&q=48.88574879999999+-122.3516692&ll=48.88574879999999+-122.3516692,
Nooksack Community Clinic - Tribal Mental Health,,0,,,0,0,,,0,Appointment Only,Appointment Only,Not Accepting,Not Accepting,,P O Box 157,Deming,98244,WA,Lindsey Lenox,48.823818,-122.216245,http://maps.google.com/maps?&z=10&q=48.823818+-122.21624500000001&ll=48.823818+-122.21624500000001,
North Spokane Dental,,1,info@northspokanedental.com,,1,1,Private,Pediatric,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,No Extractions,12404 N Division,Spokane,99218,WA,Konstanza Von Sternberg,47.770243,-117.403865,http://maps.google.com/maps?&z=10&q=47.7702426+-117.403865&ll=47.7702426+-117.403865,
North Tacoma Pediatric Dentistry and Orthodontics,1942663927,0,northtacomadental@gmail.com,,1,1,Private,Pediatric,1,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,3402 S 18Th St Ste B,Tacoma,98405,WA,Lindsey Lenox,47.243585,-122.480971,http://maps.google.com/maps?&z=10&q=47.2435845+-122.48097100000001&ll=47.2435845+-122.48097100000001,
Northwest Dental Center Inc,1174968507,1,,,1,0,,,0,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,21810 76Th Ave W Ste 101,Edmonds,98026,WA,Lindsey Lenox,47.801233,-122.336013,http://maps.google.com/maps?&z=10&q=47.801233+-122.33601290000001&ll=47.801233+-122.33601290000001,
Hardwick Family Dentistry,1700112935,1,,,1,0,Private,Pediatric,0,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,194 N Portland St,Republic,99166,WA,Lindsey Lenox,48.649746,-118.73565,http://maps.google.com/maps?&z=10&q=48.6497464+-118.7356504&ll=48.6497464+-118.7356504,
Northwest Denture Center Oak Harbor,,0,rachelle@nwdental.org,,1,1,Private,Denturist,0,Not Accepting,Not Accepting,Not Accepting,Appointment Only,,1090 Se Pioneer Way # 102,Oak Harbor,98277,WA,Lindsey Lenox,48.289829,-122.644175,http://maps.google.com/maps?&z=10&q=48.2898287+-122.64417479999997&ll=48.2898287+-122.64417479999997,
Ocean Shores Dental Clinic,,1,oceanshoresdental@qwestoffice.net,,1,1,Private,Dentist,1,Not Accepting,Appointment Only,Not Accepting,Appointment Only,,818 Point Brown Ave Ne,Ocean Shores,98569,WA,Lindsey Lenox,47.012027,-124.161356,http://maps.google.com/maps?&z=10&q=47.0120274+-124.16135550000001&ll=47.0120274+-124.16135550000001,
River Dental,1073774113,0,riverdental@gmail.com,,1,0,,,1,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,9013 Hwy 99 Ste M,Vancouver,98665,WA,Lindsey Lenox,45.687276,-122.65979,http://maps.google.com/maps?&z=10&q=45.6872759+-122.65979040000002&ll=45.6872759+-122.65979040000002,
Ohana Memorials Mammography Center,,0,,,0,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,1515 W Yakima Ave,Yakima,98902,WA,Lindsey Lenox,46.597533,-120.529363,http://maps.google.com/maps?&z=10&q=46.5975326+-120.52936269999998&ll=46.5975326+-120.52936269999998,
Olympic Dental & Denture Center,,0,info@olydental.com,,1,1,Private,Dentist,1,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,6111 100th St. SW,Lakewood,98499,WA,Lindsey Lenox,47.167071,-122.519258,http://maps.google.com/maps?&z=10&q=47.1670712+-122.51925829999999&ll=47.1670712+-122.51925829999999,
The Children's Choice - North,,1,info@childrenschoicedental.com,,1,1,Private,Pediatric,1,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,9711 N Nevada,Spokane,99218,WA,Lindsey Lenox,47.746519,-117.39588,http://maps.google.com/maps?&z=10&q=47.7465188+-117.39587979999999&ll=47.7465188+-117.39587979999999,
Tooth Fairies LLC,1720214976,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,147 Cormorant,Steilacoom,98388,WA,Lindsey Lenox,47.15866,-122.611218,http://maps.google.com/maps?&z=10&q=47.1586598+-122.6112185&ll=47.1586598+-122.6112185,
The Tooth Ferry,1588011795,1,info@toothferry.com,,1,0,Private,Pediatric,0,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,305 Blair Ave,Friday Harbor,98250,WA,Lindsey Lenox,48.533446,-123.020642,http://maps.google.com/maps?&z=10&q=48.5334455+-123.02064180000002&ll=48.5334455+-123.02064180000002,
Tooth Savers LLC,,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,1616 N Sand Brook St,Spokane,99224,WA,Lindsey Lenox,47.672155,-117.465977,http://maps.google.com/maps?&z=10&q=47.6721546+-117.4659772&ll=47.6721546+-117.4659772,
Topper & Hudson PLLC,1033594668,0,heidi@yakimaoralsurgery.com,,1,0,,,0,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,4207 Tieton,Yakima,98908,WA,Lindsey Lenox,46.592985,-120.564836,http://maps.google.com/maps?&z=10&q=46.5929853+-120.56483639999999&ll=46.5929853+-120.56483639999999,
Tri-city Orthodontics PLLC,,0,info@tricityorthodontics.com,,1,0,,,0,Not Accepting,Not Accepting,Appointment Only,Not Accepting,,2611 S Quillian,Kennewick,99338,WA,Lindsey Lenox,46.18561,-119.176128,http://maps.google.com/maps?&z=10&q=46.1856099+-119.17612830000002&ll=46.1856099+-119.17612830000002,
Tulalip Dental Clinic,1447530399,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,7520 Totem Beach Rd,Marysville,98271,WA,Lindsey Lenox,48.064147,-122.28274,http://maps.google.com/maps?&z=10&q=48.064147+-122.28274039999997&ll=48.064147+-122.28274039999997,
Tulalip Family Services,,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,2821 Mission Hill Rd,Tulalip,98271,WA,Konstanza Von Sternberg,48.053209,-122.270521,http://maps.google.com/maps?&z=10&q=48.0532092+-122.27052120000002&ll=48.0532092+-122.27052120000002,
Turning Point Recovery Center,,0,,,0,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,114 23Rd Ave S,Seattle,98144,WA,Lindsey Lenox,47.600988,-122.301683,http://maps.google.com/maps?&z=10&q=47.6009877+-122.30168270000001&ll=47.6009877+-122.30168270000001,
Tyler Gundersen DDS PLLC,1538265954,0,kathy@tylergundersendds.com,,1,0,,,0,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,251 N Chelan,Wenatchee,98801,WA,Lindsey Lenox,47.427916,-120.316981,http://maps.google.com/maps?&z=10&q=47.4279157+-120.31698130000001&ll=47.4279157+-120.31698130000001,
Tyler Bauer DMD PC,1760512370,0,bauer.dental@hotmail.com,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,1021 S 40Th Ave Ste 3,Yakima,98908,WA,Lindsey Lenox,46.586225,-120.561266,http://maps.google.com/maps?&z=10&q=46.5862247+-120.56126640000002&ll=46.5862247+-120.56126640000002,
Unity Care Northwest,1760430532,0,hr@interfaithchc.org,,1,0,,,0,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,220 Unity St,Bellingham,98225,WA,Lindsey Lenox,48.753635,-122.476123,http://maps.google.com/maps?&z=10&q=48.7536351+-122.4761231&ll=48.7536351+-122.4761231,
Upper Skagit Behavior Health,,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,640 W State Route 20,Sedro Woolley,98284,WA,Lindsey Lenox,48.504567,-122.250188,http://maps.google.com/maps?&z=10&q=48.5045669+-122.2501876&ll=48.5045669+-122.2501876,
Upper Skagit Indian Health Clinic,1336129295,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,25944 Community Plaza Way,Sedro Woolley,98284,WA,Lindsey Lenox,48.5391,-122.185146,http://maps.google.com/maps?&z=10&q=48.5391+-122.18514600000003&ll=48.5391+-122.18514600000003,
Olympic Dental and Denture Center LLC,1780733204,0,,,0,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,4408 Pacific Avenue SE,Lacey,98503,WA,Lindsey Lenox,47.038158,-122.827685,http://maps.google.com/maps?&z=10&q=47.0381577+-122.82768470000002&ll=47.0381577+-122.82768470000002,
Oral & Facial Surgery Center Of Puyallup,,0,,,0,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,2910 S Meridian Ste 120,Puyallup,98373,WA,Lindsey Lenox,47.163633,-122.293128,http://maps.google.com/maps?&z=10&q=47.1636329+-122.29312770000001&ll=47.1636329+-122.29312770000001,
Oral Health And Preventive Serv,,0,,,0,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,1900 Fowler St Ste C,Richland,99352,WA,Lindsey Lenox,46.23379,-119.21832,http://maps.google.com/maps?&z=10&q=46.2337904+-119.2183202&ll=46.2337904+-119.2183202,
Oral Health Care LLC,,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,4108 Westlake Ct West,Richland,99353,WA,Lindsey Lenox,46.26633,-119.341672,http://maps.google.com/maps?&z=10&q=46.2663299+-119.34167209999998&ll=46.2663299+-119.34167209999998,
Oral Surgery Associates Inc,1760447122,0,,,1,0,,,0,Appointment Only,Not Accepting,Not Accepting,Not Accepting,Oral Surgery,3924 Martin Way E,Olympia,98506,WA,Lindsey Lenox,47.048053,-122.838125,http://maps.google.com/maps?&z=10&q=47.0480528+-122.83812469999998&ll=47.0480528+-122.83812469999998,
Oral Surgery Plus Francis Ave,1942410436,0,info@oralsurgeryplus.com,Office hours Mon-Fri Standard ? 8am-5pm,1,1,Private,Oral Surgeon,1,Not Accepting,Appointment Only,Not Accepting,Not Accepting,Oral Surgery,123 W Francis Ave,Spokane,99205,WA,Konstanza Von Sternberg,47.71472,-117.413464,http://maps.google.com/maps?&z=10&q=47.7147197+-117.41346390000001&ll=47.7147197+-117.41346390000001,
Oral Surgery Plus II Nevada St.,,0,info@oralsurgeryplus.com,Standard Hours: Mon-Fri 8am-5pm,1,1,Private,Oral Surgeon,1,Not Accepting,Appointment Only,Not Accepting,Not Accepting,Oral Surgery,10121 N NEVADA ST STE 102,Spokane,99218,WA,Konstanza Von Sternberg,47.750733,-117.395674,http://maps.google.com/maps?&z=10&q=47.75073339999999+-117.39567420000003&ll=47.75073339999999+-117.39567420000003,
Orchard Hills Pediatric Dentistry,,0,frontdesk@grinsforkids.com,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,705 Gage Blvd Ste 300,Richland,99352,WA,Lindsey Lenox,46.2268,-119.267823,http://maps.google.com/maps?&z=10&q=46.2267996+-119.26782259999999&ll=46.2267996+-119.26782259999999,
Osborne Square Dental,,0,,,0,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,4809 132Nd St Se Ste A105,Everett,98208,WA,Lindsey Lenox,47.87847,-122.166333,http://maps.google.com/maps?&z=10&q=47.8784695+-122.16633260000003&ll=47.8784695+-122.16633260000003,
Othello Community Hospital,1811108822,0,,,0,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,315 North 14Th Avenue,Othello,99344,WA,Lindsey Lenox,46.831164,-119.155282,http://maps.google.com/maps?&z=10&q=46.8311639+-119.1552825&ll=46.8311639+-119.1552825,
P Y Roe DDS PS,,0,,,0,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,13909 Meridian E Ste A1,Puyallup,98373,WA,Lindsey Lenox,47.130001,-122.292459,http://maps.google.com/maps?&z=10&q=47.1300013+-122.2924592&ll=47.1300013+-122.2924592,
Pacific Lutheran University - Plu Family & Child Center,,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,121St & Pacific Ave South,Tacoma,98447,WA,Lindsey Lenox,47.147533,-122.434414,http://maps.google.com/maps?&z=10&q=47.147533+-122.434414&ll=47.147533+-122.434414,
Pacific Northwest Orthodontics,1023252947,0,pnotacortho@comcast.net,,1,1,Private,Orthodontist,1,Not Accepting,Appointment Only,Appointment Only,Not Accepting,,2703 S 42Nd St #106,Tacoma,98418,WA,Lindsey Lenox,47.219232,-122.471447,http://maps.google.com/maps?&z=10&q=47.2192315+-122.47144679999997&ll=47.2192315+-122.47144679999997,
Under the Sea Dentistry for Kids,1801831508,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,3205 Se 192Nd Ave #100,Vancouver,98683,WA,Lindsey Lenox,45.597664,-122.477635,http://maps.google.com/maps?&z=10&q=45.5976641+-122.47763520000001&ll=45.5976641+-122.47763520000001,
